"","X","ID.2","ID.3","Gender","Liv.situation","Work.wors","Work.imp","Privat.wors","Privat.imp","Contract.change","Work.quant","Care.quant","Free.quant","mwb.cat","Ovrl_HO","Work_time","Caring_duties","Freetime","Age.cat","srh","Country","Age.num","Work.wors.3","Work.imp.3","Privat.wors.3","Privat.imp.3","edu.na"
"1796",1796,3574511138043,4562411081823,"Female","Alone","1","5","1","5",1,3,3,5,"3",3,"Unchanged","Unchanged","Increased","31-40","5","Switzerland",37,"1","3","1","3",NA
"1797",1797,4017266469144,5127532227384,"Female","Partner/Family/Flatshare","3","3","1","3",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","31-40","4","Switzerland",36,"2","2","1","2",6
"1798",1798,4149794339343,5296687281123,"Male","Partner/Family/Flatshare","1","1","3","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","31-40","4","Switzerland",36,"1","1","2","1",NA
"1799",1799,4200361828245,5361230280945,"Male","Alone","3","3","3","2",1,2,3,4,"3",2,"Decreased","Unchanged","Increased","31-40","4","Switzerland",35,"2","2","2","1",NA
"1800",1800,4015962499347,5125867874967,"Female","Partner/Family/Flatshare","1","4","1","2",1,2,3,5,"3",1,"Decreased","Unchanged","Increased","31-40","4","Switzerland",32,"1","3","1","1",3
"1801",1801,4244383530648,5417418412728,"Female","Partner/Family/Flatshare","3","3","1","5",2,2,3,3,"3",2,"Decreased","Unchanged","Unchanged","31-40","3","Switzerland",32,"2","2","1","3",4
"1802",1802,4289472427347,5474968682967,"Female","Partner/Family/Flatshare","3","1","2","2",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","31-40","4","Switzerland",32,"2","1","1","1",NA
"1803",1803,4283449138449,5467280716989,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,4,4,"3",2,"Unchanged","Increased","Increased","31-40","3","Switzerland",31,"1","1","1","1",NA
"1804",1804,3981158663643,5081445183423,"Male","Partner/Family/Flatshare","3","3","3","4",1,2,4,3,"3",1,"Decreased","Increased","Unchanged","31-40","4","Switzerland",31,"2","2","2","3",NA
"1805",1805,3705008743548,4728974759628,"Female","Partner/Family/Flatshare","3","1","5","1",1,3,4,3,"3",2,"Unchanged","Increased","Unchanged","18-30","5","Switzerland",30,"2","1","3","1",3
"1806",1806,3928656097341,5014432302201,"Female","Alone","4","2","5","1",1,1,3,2,"3",3,"Decreased","Unchanged","Decreased","18-30","4","Switzerland",28,"3","1","3","1",3
"1807",1807,3754446633243,4792075969023,"Female","Alone","2","4","2","3",1,2,3,4,"3",3,"Decreased","Unchanged","Increased","18-30","4","Switzerland",28,"1","3","1","2",NA
"1808",1808,4196019911544,5355688373784,"Female","Partner/Family/Flatshare","2","2","4","1",1,4,3,3,"3",2,"Increased","Unchanged","Unchanged","18-30","4","Switzerland",27,"1","1","3","1",3
"1809",1809,4326836137245,5522658729945,"Female","Partner/Family/Flatshare","2","1","3","1",2,2,3,3,"3",1,"Decreased","Unchanged","Unchanged","18-30","5","Switzerland",27,"1","1","2","1",6
"1810",1810,4064556583143,5187892072923,"Male","Partner/Family/Flatshare","3","4","1","3",1,3,4,2,"3",3,"Unchanged","Increased","Decreased","18-30","5","Switzerland",25,"2","3","1","2",3
"1811",1811,3797526565341,4847062050201,"Male","Partner/Family/Flatshare","3","3","3","3",1,4,3,5,"3",2,"Increased","Unchanged","Increased","18-30","4","Switzerland",24,"2","2","2","2",NA
"1812",1812,4196186404749,5355900881289,"Female","Partner/Family/Flatshare","3","1","4","4",1,4,3,2,"3",1,"Increased","Unchanged","Decreased","18-30","3","Switzerland",22,"2","1","3","3",2
"1813",1813,3897745594641,4974978957501,"Female","Partner/Family/Flatshare","2","2","4","3",1,4,3,2,"3",1,"Increased","Unchanged","Decreased","18-30","5","Switzerland",20,"1","1","3","2",6
"1814",1814,4127828496048,5268650662128,"Female","Alone","2","2","2","2",1,3,3,3,"3",3,"Unchanged","Unchanged","Unchanged","61-65","4","Switzerland",63,"1","1","1","1",6
"1815",1815,3859219458648,4925805220728,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","61-65","4","Switzerland",62,"1","1","1","1",3
"1816",1816,3587110494642,4578492565962,"Male","Alone","3","1","5","1",1,5,3,2,"3",2,"Increased","Unchanged","Decreased","51-60","5","Switzerland",60,"2","1","3","1",NA
"1817",1817,3592433292642,4585286443962,"Female","Partner/Family/Flatshare","3","1","2","4",3,1,3,5,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",60,"2","1","1","3",NA
"1818",1818,4198578922341,5358954627201,"Male","Alone","1","1","1","1",1,4,3,3,"3",2,"Increased","Unchanged","Unchanged","51-60","4","Switzerland",58,"1","1","1","1",4
"1819",1819,3572560902240,4559921852640,"Male","Alone","1","5","1","1",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","51-60","4","Switzerland",57,"1","3","1","1",NA
"1820",1820,4372586378244,5581053122484,"Male","Partner/Family/Flatshare","1","4","4","4",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","51-60","5","Switzerland",57,"1","3","3","3",3
"1821",1821,4154597327844,5302817688084,"Female","Alone","1","4","2","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",55,"1","3","1","1",5
"1822",1822,4212967451148,5377319763228,"Female","Alone","2","3","2","4",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",54,"1","2","1","3",3
"1823",1823,3749645487249,4785947913789,"Female","Partner/Family/Flatshare","1","1","4","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",54,"1","1","3","1",5
"1824",1824,4017739156749,5128135553289,"Male","Alone","3","2","2","2",1,3,2,3,"3",3,"Unchanged","Decreased","Unchanged","51-60","5","Switzerland",53,"2","1","1","1",6
"1825",1825,3934072427049,5021345561589,"Male","Partner/Family/Flatshare","3","3","3","3",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","51-60","4","Switzerland",53,"2","2","2","2",5
"1826",1826,4017170329443,5127409517223,"Female","Partner/Family/Flatshare","5","1","4","1",3,1,3,1,"3",1,"Decreased","Unchanged","Decreased","51-60","4","Switzerland",53,"3","1","3","1",NA
"1827",1827,4371098113242,5579153540562,"Male","Partner/Family/Flatshare","2","4","1","4",1,2,3,3,"3",2,"Decreased","Unchanged","Unchanged","51-60","4","Switzerland",52,"1","3","1","3",4
"1828",1828,4223636154144,5390937012384,"Male","Partner/Family/Flatshare","3","3","3","3",1,3,4,2,"3",2,"Unchanged","Increased","Decreased","41-50","3","Switzerland",50,"2","2","2","2",5
"1829",1829,4398239985948,5613796706028,"Male","Partner/Family/Flatshare","2","4","1","5",1,3,3,3,"3",3,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",50,"1","3","1","3",NA
"1830",1830,3862104254946,4929487298106,"Male","Partner/Family/Flatshare","3","3","4","2",1,5,3,5,"3",3,"Increased","Unchanged","Increased","41-50","3","Switzerland",49,"2","2","3","1",NA
"1831",1831,3805124476743,4856759822523,"Male","Partner/Family/Flatshare","1","1","1","3",1,2,3,3,"3",2,"Decreased","Unchanged","Unchanged","41-50","3","Switzerland",48,"1","1","1","2",6
"1832",1832,4418260061742,5639349799062,"Female","Partner/Family/Flatshare","5","1","1","4",2,1,5,2,"3",3,"Decreased","Increased","Decreased","41-50","3","Switzerland",48,"3","1","1","3",NA
"1833",1833,3934080393444,5021355729684,"Male","Partner/Family/Flatshare","2","2","1","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",48,"1","1","1","1",NA
"1834",1834,3928358866248,5014052924328,"Male","Partner/Family/Flatshare","3","2","4","2",2,2,4,4,"3",1,"Decreased","Increased","Increased","41-50","3","Switzerland",47,"2","1","3","1",3
"1835",1835,4019530856841,5130422431701,"Male","Partner/Family/Flatshare","2","1","3","1",1,4,3,3,"3",1,"Increased","Unchanged","Unchanged","41-50","3","Switzerland",47,"1","1","2","1",NA
"1836",1836,4044743838342,5162603611662,"Male","Partner/Family/Flatshare","4","2","4","1",1,2,5,4,"3",3,"Decreased","Increased","Increased","41-50","4","Switzerland",47,"3","1","3","1",5
"1837",1837,4021202455740,5132556016140,"Male","Alone","3","2","1","1",2,1,3,4,"3",1,"Decreased","Unchanged","Increased","41-50","4","Switzerland",47,"2","1","1","1",4
"1838",1838,4247295884442,5421135663762,"Male","Alone","2","3","5","1",1,3,3,3,"3",3,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",46,"1","2","3","1",3
"1839",1839,3978317508948,5077818809028,"Female","Partner/Family/Flatshare","1","1","3","1",1,3,5,2,"3",3,"Unchanged","Increased","Decreased","41-50","4","Switzerland",43,"1","1","2","1",5
"1840",1840,4018591819143,5129223868923,"Male","Partner/Family/Flatshare","1","5","3","3",1,3,3,4,"3",3,"Unchanged","Unchanged","Increased","41-50","4","Switzerland",42,"1","3","2","2",4
"1841",1841,3892249236042,4967963551362,"Male","Partner/Family/Flatshare","2","2","1","1",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","41-50","4","Switzerland",42,"1","1","1","1",6
"1842",1842,4154245756146,5302368951306,"Female","Partner/Family/Flatshare","3","1","1","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","31-40","2","Switzerland",36,"2","1","1","1",3
"1843",1843,4331297336247,5528352885867,"Female","Partner/Family/Flatshare","1","4","1","3",1,3,4,4,"3",2,"Unchanged","Increased","Increased","31-40","4","Switzerland",36,"1","3","1","2",3
"1844",1844,3616776655344,4616357665584,"Female","Alone","5","1","4","2",3,1,3,5,"3",2,"Decreased","Unchanged","Increased","31-40","4","Switzerland",36,"3","1","3","1",6
"1845",1845,3798021469842,4847693733162,"Male","Alone","3","4","4","3",2,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","31-40","4","Switzerland",35,"2","3","3","2",NA
"1846",1846,3707765312040,4732493170440,"Female","Partner/Family/Flatshare","1","1","1","1",1,3,3,2,"3",1,"Unchanged","Unchanged","Decreased","31-40","4","Switzerland",34,"1","1","1","1",NA
"1847",1847,4109657950143,5245458259923,"Male","Alone","3","3","1","3",1,2,3,4,"3",1,"Decreased","Unchanged","Increased","31-40","4","Switzerland",33,"2","2","1","2",NA
"1848",1848,4154154948144,5302253046384,"Female","Partner/Family/Flatshare","3","3","2","2",1,4,4,3,"3",1,"Increased","Increased","Unchanged","31-40","4","Switzerland",33,"2","2","1","1",NA
"1849",1849,3572401618845,4559718547545,"Female","Partner/Family/Flatshare","3","2","2","3",1,4,3,3,"3",2,"Increased","Unchanged","Unchanged","31-40","4","Switzerland",32,"2","1","1","2",3
"1850",1850,4244682586446,5417800119606,"Female","Partner/Family/Flatshare","2","2","2","2",1,3,3,2,"3",1,"Unchanged","Unchanged","Decreased","18-30","5","Switzerland",30,"1","1","1","1",6
"1851",1851,3977205702840,5076399729240,"Female","Alone","4","2","3","3",2,1,3,4,"3",3,"Decreased","Unchanged","Increased","18-30","4","Switzerland",26,"3","1","2","2",3
"1852",1852,4243255720542,5415978905862,"Female","Partner/Family/Flatshare","3","1","2","2",3,1,5,2,"3",1,"Decreased","Increased","Decreased","18-30","3","Switzerland",25,"2","1","1","1",NA
"1853",1853,4338058518045,5536982678745,"Male","Alone","5","1","2","4",4,3,3,5,"3",3,"Unchanged","Unchanged","Increased","18-30","3","Switzerland",24,"3","1","1","3",NA
"1854",1854,4194767567547,5354089915167,"Female","Alone","1","1","1","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","61-65","4","Switzerland",64,"1","1","1","1",NA
"1855",1855,4401163911042,5617528726362,"Male","Partner/Family/Flatshare","4","1","2","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","61-65","4","Switzerland",63,"3","1","1","1",4
"1856",1856,4397044590549,5612270935089,"Male","Alone","5","1","4","1",3,2,3,3,"3",3,"Decreased","Unchanged","Unchanged","61-65","4","Switzerland",63,"3","1","3","1",NA
"1857",1857,3844109058741,4906518707601,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","61-65","4","Switzerland",62,"1","1","1","1",4
"1858",1858,4121441076141,5260497929001,"Male","Partner/Family/Flatshare","4","1","2","2",1,2,3,4,"3",2,"Decreased","Unchanged","Increased","61-65","3","Switzerland",61,"3","1","1","1",3
"1859",1859,3677607887346,4694001034506,"Female","Alone","5","1","5","1",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","51-60","5","Switzerland",60,"3","1","3","1",6
"1860",1860,3660668340840,4672379847240,"Female","Alone","3","3","1","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",60,"2","2","1","1",5
"1861",1861,3570182555040,4556886193440,"Male","Partner/Family/Flatshare","3","3","4","3",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","3","Switzerland",59,"2","2","3","2",NA
"1862",1862,4060253830842,5182400154162,"Female","Partner/Family/Flatshare","4","1","2","1",2,2,3,3,"3",3,"Decreased","Unchanged","Unchanged","51-60","4","Switzerland",59,"3","1","1","1",NA
"1863",1863,4107322381149,5242477201689,"Male","Partner/Family/Flatshare","5","1","2","2",3,1,4,5,"3",1,"Decreased","Increased","Increased","51-60","3","Switzerland",58,"3","1","1","1",3
"1864",1864,3599464201443,4594260509223,"Male","Partner/Family/Flatshare","5","1","2","2",3,1,3,5,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",57,"3","1","1","1",NA
"1865",1865,4374483199146,5583474174306,"Female","Partner/Family/Flatshare","4","2","1","4",3,1,3,5,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",57,"3","1","1","3",NA
"1866",1866,3628926547047,4631865464667,"Female","Partner/Family/Flatshare","3","2","2","2",1,2,3,4,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",57,"2","1","1","1",3
"1867",1867,3716154522342,4743200935662,"Female","Alone","3","1","3","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",56,"2","1","2","1",NA
"1868",1868,3661818385644,4673847733884,"Female","Alone","4","1","1","3",1,2,3,4,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",55,"3","1","1","2",NA
"1869",1869,3975332086845,5074008295545,"Male","Alone","4","1","4","1",1,1,3,5,"3",2,"Decreased","Unchanged","Increased","51-60","4","Switzerland",54,"3","1","3","1",NA
"1870",1870,4370485724442,5578371903762,"Male","Partner/Family/Flatshare","1","3","2","2",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",54,"1","2","1","1",NA
"1871",1871,3572414053542,4559734418862,"Female","Alone","3","2","4","1",1,4,3,1,"3",1,"Increased","Unchanged","Decreased","51-60","4","Switzerland",53,"2","1","3","1",NA
"1872",1872,3716449207749,4743577064289,"Female","Partner/Family/Flatshare","1","1","1","1",1,3,3,4,"3",3,"Unchanged","Unchanged","Increased","51-60","5","Switzerland",52,"1","1","1","1",NA
"1873",1873,4018989729447,5129731751067,"Male","Partner/Family/Flatshare","2","2","4","2",1,2,4,4,"3",2,"Decreased","Increased","Increased","51-60","4","Switzerland",52,"1","1","3","1",NA
"1874",1874,4290054534945,5475711669645,"Male","Alone","3","2","4","3",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",48,"2","1","3","2",NA
"1875",1875,3866806662147,4935489325767,"Male","Partner/Family/Flatshare","2","4","3","1",1,3,4,4,"3",3,"Unchanged","Increased","Increased","41-50","4","Switzerland",48,"1","3","2","1",NA
"1876",1876,3621617953749,4622536970289,"Female","Partner/Family/Flatshare","5","1","5","1",2,1,1,1,"3",1,"Decreased","Decreased","Decreased","41-50","3","Switzerland",48,"3","1","3","1",NA
"1877",1877,3867152003145,4935930109845,"Female","Partner/Family/Flatshare","2","3","2","3",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","41-50","2","Switzerland",46,"1","2","1","2",NA
"1878",1878,4160609027640,5310490862040,"Male","Alone","5","1","3","1",4,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","41-50","3","Switzerland",46,"3","1","2","1",3
"1879",1879,4422674076543,5644983730323,"Male","Partner/Family/Flatshare","1","3","3","2",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","41-50","2","Switzerland",45,"1","2","2","1",NA
"1880",1880,3576990119949,4565575188489,"Female","Partner/Family/Flatshare","3","3","1","5",2,2,4,5,"3",1,"Decreased","Increased","Increased","41-50","5","Switzerland",43,"2","2","1","3",NA
"1881",1881,3971955955347,5069699090967,"Female","Alone","2","3","3","3",1,2,3,2,"3",2,"Decreased","Unchanged","Decreased","41-50","3","Switzerland",43,"1","2","2","2",NA
"1882",1882,3658329202545,4669394233245,"Male","Alone","1","3","1","3",2,2,3,2,"3",3,"Decreased","Unchanged","Decreased","41-50","4","Switzerland",42,"1","2","1","2",NA
"1883",1883,4378848231744,5589045585984,"Female","Alone","1","1","1","1",1,4,3,3,"3",2,"Increased","Unchanged","Unchanged","41-50","3","Switzerland",42,"1","1","1","1",NA
"1884",1884,3749317868142,4785529749462,"Male","Partner/Family/Flatshare","4","1","4","1",1,4,4,4,"3",1,"Increased","Increased","Increased","31-40","4","Switzerland",40,"3","1","3","1",3
"1885",1885,4376016823644,5585431651884,"Female","Partner/Family/Flatshare","4","2","2","4",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","31-40","4","Switzerland",40,"3","1","1","3",3
"1886",1886,3618890633943,4619055891723,"Male","Partner/Family/Flatshare","5","1","1","1",2,1,3,2,"3",1,"Decreased","Unchanged","Decreased","31-40","5","Switzerland",37,"3","1","1","1",3
"1887",1887,4423494739842,5646031203162,"Female","Partner/Family/Flatshare","4","1","2","4",2,1,1,4,"3",2,"Decreased","Decreased","Increased","31-40","4","Switzerland",36,"3","1","1","3",3
"1888",1888,4305402564849,5495301487389,"Male","Partner/Family/Flatshare","4","4","4","3",1,2,5,3,"3",3,"Decreased","Increased","Unchanged","31-40","4","Switzerland",36,"3","3","3","2",5
"1889",1889,4242721722849,5415297325389,"Male","Partner/Family/Flatshare","1","1","5","1",3,1,3,5,"3",1,"Decreased","Unchanged","Increased","31-40","5","Switzerland",36,"1","1","3","1",5
"1890",1890,4423470742746,5646000573906,"Male","Alone","3","3","5","1",1,2,3,3,"3",3,"Decreased","Unchanged","Unchanged","31-40","4","Switzerland",34,"2","2","3","1",NA
"1891",1891,4061228525946,5183644229106,"Female","Partner/Family/Flatshare","3","3","2","2",1,3,5,2,"3",3,"Unchanged","Increased","Decreased","31-40","4","Switzerland",34,"2","2","1","1",NA
"1892",1892,4149117890046,5295823879206,"Female","Partner/Family/Flatshare","2","3","2","3",1,2,3,4,"3",3,"Decreased","Unchanged","Increased","31-40","5","Switzerland",32,"1","2","1","2",5
"1893",1893,4244942460042,5418131815362,"Female","Partner/Family/Flatshare","2","4","2","4",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","31-40","4","Switzerland",31,"1","3","1","3",NA
"1894",1894,3708515666340,4733450902740,"Female","Partner/Family/Flatshare","4","1","5","1",2,2,3,5,"3",1,"Decreased","Unchanged","Increased","18-30","5","Switzerland",26,"3","1","3","1",3
"1895",1895,3797527526649,4847063277189,"Male","Partner/Family/Flatshare","3","3","4","4",2,3,4,1,"3",2,"Unchanged","Increased","Decreased","18-30","4","Switzerland",23,"2","2","3","3",NA
"1896",1896,4327790360049,5523876674589,"Female","Partner/Family/Flatshare","1","2","4","1",1,3,3,1,"3",2,"Unchanged","Unchanged","Decreased","18-30","4","Switzerland",22,"1","1","3","1",NA
"1897",1897,4065053285646,5188526050806,"Female","Partner/Family/Flatshare","3","2","4","2",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","18-30","3","Switzerland",21,"2","1","3","1",4
"1898",1898,4216504681845,5381834590545,"Male","Partner/Family/Flatshare","3","2","1","5",1,3,1,4,"4",2,"Unchanged","Decreased","Increased","61-65","4","Switzerland",66,"2","1","1","3",3
